Hour,originRegion,destRegion,FareFactor
10,22,17,1.0700900646189804
10,22,18,1.0967130662438147
10,22,19,0.9200423522572734
10,22,20,0.93996881583741
10,22,21,1.1614724940246728
10,22,22,1.200185726107589
10,22,23,1.2401779373209978
10,22,24,1.1578664263712208
10,22,25,1.039190264243182
10,23,1,0.8988124365070089
10,23,2,0.8414024953477308
10,23,3,0.561088045594715
10,23,4,0.6083839650710622
10,23,5,0.9367209780270345
10,23,6,0.7468302164136896
10,23,7,0.7133456367121661
10,23,8,0.8312783810595235
10,23,9,0.7343483231914311
10,23,10,0.7886605845760869
10,23,11,0.7934686397659773
10,23,12,0.9089592878070085
10,23,13,0.9323663616584132
10,23,14,0.8699196437304221
10,23,15,0.8415999833971008
10,23,16,0.7464216541685494
10,23,17,0.8770792273053665
10,23,18,0.9529426331634822
10,23,19,0.8314002775172925
10,23,20,0.9029338255540539
10,23,21,1.0219420275062074
10,23,22,1.106873346439096
10,23,23,1.1665577773372173
10,23,24,1.132613770084699
10,23,25,0.9151145983894278
10,24,1,0.7246320078334411
10,24,2,0.7875669630811716
10,24,3,0.5281855276796577
10,24,4,0.6808484338554048
10,24,5,0.6107782528996295
10,24,6,0.7820100436288456
10,24,7,0.7412846093473074
10,24,8,0.8665607654150426
10,24,9,0.788006528532862
10,24,10,0.7680171547201059
10,24,11,0.7887592358190045
10,24,12,0.8821464938816648
10,24,13,0.8631323205105859
10,24,14,0.8558991561886351
10,24,15,0.9133524296996975
10,24,16,0.9254600960299848
10,24,17,0.8964302298100689
10,24,18,1.078756450135043
10,24,19,1.105664596250929
10,24,20,1.0212467705524617
10,24,21,0.9991885179749469
10,24,22,1.0877108111225329
10,24,23,1.113998931020686
10,24,24,1.2112830440518605
10,24,25,0.9233257093644862
10,25,1,1.4217253087903494
10,25,2,1.2824458034491457
10,25,3,1.5047163161958392
10,25,4,1.6452988185135307
10,25,5,1.4981146389986353
10,25,6,1.4037550556179246
10,25,7,1.431223626960492
10,25,8,1.4989189574607324
10,25,9,1.4768649509510543
10,25,10,1.3877932204744714
10,25,11,1.3721613511175539
10,25,12,1.4766668459193948
10,25,13,1.5423068149964028
10,25,14,1.5534149074695238
10,25,15,1.203882923764872
10,25,16,1.492082563108738
10,25,17,1.1813364983141441
10,25,18,1.246169499440572
10,25,19,1.4020283348701388
10,25,20,1.5518749834742278
10,25,21,1.1502136534801586
10,25,22,1.2421857803213732
10,25,23,1.3138610383804836
10,25,24,1.2355794696417053
10,25,25,1.396303046065742
11,1,1,1.2950716491341339
11,1,2,1.2738868023718974
11,1,3,1.1709162598727072
11,1,4,1.0121274711660486
11,1,5,1.223453818737509
11,1,6,1.1445948101981342
11,1,7,1.0595120371151112
11,1,8,1.0692405312429447
11,1,9,1.0879093383873368
11,1,10,1.0913371585633598
11,1,11,0.8960916114010672
11,1,12,1.0192138445340226
11,1,13,1.051640063191026
11,1,14,0.9238608749997402
11,1,15,0.8453295699912372
11,1,16,0.9262883178470916
11,1,17,0.8815469615692308
11,1,18,0.8272778569804771
11,1,19,0.9201482544191321
11,1,20,0.9531758971224298
11,1,21,0.9100808240351687
11,1,22,0.8958493496743551
11,1,23,0.7576277599413188
11,1,24,0.7429261649520056
11,1,25,1.093954536402848
11,2,1,1.3909942082138984
11,2,2,1.3343601760497827
11,2,3,1.307414069612564
11,2,4,1.2138622810735349
11,2,5,1.2759363616709094
11,2,6,1.3932746646248126
11,2,7,1.3327815519272947
11,2,8,1.3295741694487975
11,2,9,1.191625019072449
11,2,10,1.1566931369454305
11,2,11,0.9421199774847299
11,2,12,1.1750054382729878
11,2,13,1.3024695077268496
11,2,14,1.2000044585895666
11,2,15,1.0129938778150602
11,2,16,0.9009415036769808
11,2,17,0.9642677024797617
11,2,18,0.8870589108706373
11,2,19,0.9402359587402954
11,2,20,1.039750115560876
11,2,21,0.8925650066966523
11,2,22,1.1275838311293145
11,2,23,0.9620716542719565
11,2,24,0.8813692229213238
11,2,25,1.1812557048095347
11,3,1,1.1011188042611568
11,3,2,1.0117075993642668
11,3,3,1.0655482198407458
11,3,4,1.070257619020526
11,3,5,1.0770272513804948
11,3,6,0.9534119324223331
11,3,7,0.9382127665920245
11,3,8,0.9010630582259067
11,3,9,0.9981181225495679
11,3,10,0.8679014930929428
11,3,11,0.9475996996094952
11,3,12,0.8801811762303838
11,3,13,0.8461324051674529
11,3,14,1.0765762266834091
11,3,15,0.7449680981985375
11,3,16,0.8690455192691718
11,3,17,0.6737976133908241
11,3,18,0.8010909867665986
11,3,19,0.7094994529250395
11,3,20,0.7740208141376212
11,3,21,0.8924747465126526
11,3,22,0.708930372671852
11,3,23,0.8573414879033319
11,3,24,0.8317070442143468
11,3,25,0.9813581705404069
11,4,1,0.8922614635789007
11,4,2,0.8218476983700312
11,4,3,1.0288391019294985
11,4,4,1.1375802053338924
11,4,5,1.051913857554558
11,4,6,0.9680194389102372
11,4,7,0.9975344689095083
11,4,8,0.8355370170308649
11,4,9,1.0496511557987291
11,4,10,0.9635005017256411
11,4,11,1.046447901869009
11,4,12,0.8408935398411841
11,4,13,0.8897547562739498
11,4,14,0.8322111602870758
11,4,15,0.8174829188214434
11,4,16,0.8334646925170102
11,4,17,0.7994977547863472
11,4,18,0.6792291270661703
11,4,19,0.8006158391593251
11,4,20,0.8912159595580873
11,4,21,0.7955732183452168
11,4,22,0.8757983642342626
11,4,23,0.8730100329412543
11,4,24,0.7939332898520183
11,4,25,0.96397301702214
11,5,1,1.126282197698386
11,5,2,1.0835475628325493
11,5,3,1.235908260104768
11,5,4,1.195008195110016
11,5,5,1.2107478010046517
11,5,6,1.1333549238838292
11,5,7,1.1654081074484206
11,5,8,1.097759921712258
11,5,9,1.1832084939902503
11,5,10,1.163718394694421
11,5,11,1.0986420163359711
11,5,12,1.081947434584417
11,5,13,1.0035773230406702
11,5,14,0.9097725554450856
11,5,15,0.833101816884877
11,5,16,0.9353084653703835
11,5,17,1.0895642886771386
11,5,18,0.9651699388839295
11,5,19,0.7627147513022662
11,5,20,0.9310673189341504
11,5,21,0.9114440128514628
11,5,22,1.1377245508982035
11,5,23,0.5915587641864772
11,5,24,0.7313850048204055
11,5,25,1.0487678981162012
11,6,1,1.3436522449884019
11,6,2,1.3299874590723813
11,6,3,1.2065573561129548
11,6,4,1.1689512337730679
11,6,5,1.3377516589737188
11,6,6,1.3006109908885228
11,6,7,1.4227443860944535
11,6,8,1.4325268191901126
11,6,9,1.286577108561586
11,6,10,1.265275410297627
11,6,11,1.116282034511663
11,6,12,1.2769861021473012
11,6,13,1.3414682983022368
11,6,14,1.1431070001740962
11,6,15,1.1807777332881129
11,6,16,0.892956108351902
11,6,17,1.2768597130150867
11,6,18,1.164360393374882
11,6,19,0.975820152315889
11,6,20,1.01385802970722
11,6,21,0.9277149984354138
11,6,22,0.7276256537194162
11,6,23,1.1156973505124195
11,6,24,0.7025110014942513
11,6,25,1.1329378137148496
11,7,1,1.2115610409028308
11,7,2,1.2039044689629559
11,7,3,1.1071630192071604
11,7,4,0.9965647484695526
11,7,5,1.2236515840732467
11,7,6,1.4129345908317483
11,7,7,1.3777354217392008
11,7,8,1.38285740774269
11,7,9,1.2831990582089932
11,7,10,1.3172653925667948
11,7,11,1.0377834047006396
11,7,12,1.29294479590399
11,7,13,1.2943074846949314
11,7,14,1.2764368903417607
11,7,15,1.0168115094673884
11,7,16,0.8633118044715786
11,7,17,1.014211173425758
11,7,18,1.0878771492535197
11,7,19,0.7911586434486992
11,7,20,1.0584779911003488
11,7,21,1.0706231205762036
11,7,22,0.849067938902988
11,7,23,1.0784555710391048
11,7,24,0.7758437798895302
11,7,25,1.101622645730004
11,8,1,1.171751245697481
11,8,2,1.2696669655591981
11,8,3,1.0760845021761574
11,8,4,1.0872894877170425
11,8,5,1.2713279428616073
11,8,6,1.659645675211222
11,8,7,1.5077063549831249
11,8,8,1.439550900579694
11,8,9,1.284782615161325
11,8,10,1.4523483185297141
11,8,11,1.2388410039006785
11,8,12,1.4651692822269269
11,8,13,1.4686686136454519
11,8,14,1.5286995957968526
11,8,15,1.3745705723466226
11,8,16,1.1000074677975484
11,8,17,1.2740034489917529
11,8,18,0.9562500839359444
11,8,19,1.116731625774164
11,8,20,1.2692036683712338
11,8,21,1.146059396140787
11,8,22,0.8958514575617954
11,8,23,1.0679126598846762
11,8,24,0.8804386453917432
11,8,25,1.1869154351908335
11,9,1,1.071988967409474
11,9,2,1.0038728004402588
11,9,3,1.2464557787445956
11,9,4,1.2286980582542515
11,9,5,1.2855078458727371
11,9,6,1.2285926392329387
11,9,7,1.2506598637158495
11,9,8,1.1916127556543568
11,9,9,1.2807609154653907
11,9,10,1.2738818832789902
11,9,11,1.2456026813276293
11,9,12,1.1863021447498499
11,9,13,1.1405384646585832
11,9,14,1.0340562706346634
11,9,15,1.0123771559206878
11,9,16,1.0316562644926108
11,9,17,0.8737917258529213
11,9,18,0.9490909182574264
11,9,19,1.03268347207679
11,9,20,1.0512009053941718
11,9,21,0.8559926223835381
11,9,22,0.7276050800893766
11,9,23,0.9255640206343301
11,9,24,0.8560112146353597
11,9,25,1.074508058126033
11,10,1,1.1171083956792551
11,10,2,1.081977721548696
11,10,3,1.1345080044573574
11,10,4,1.0691123497039798
11,10,5,1.282493508693802
11,10,6,1.354128146445759
11,10,7,1.277057167838291
11,10,8,1.2854647461452517
11,10,9,1.2753834321029425
11,10,10,1.3132523671174614
11,10,11,1.2493338813950277
11,10,12,1.3385703219552119
11,10,13,1.2726612685220202
11,10,14,1.180200899688955
11,10,15,1.18691504184393
11,10,16,1.2016966790412253
11,10,17,0.9877089659846728
11,10,18,0.8209021061251317
11,10,19,0.9800429374827822
11,10,20,1.0151820899879005
11,10,21,0.9935970764139594
11,10,22,0.7545272060496488
11,10,23,0.7887369258626016
11,10,24,0.7672595190014461
11,10,25,1.0389477857901996
11,11,1,0.7776519796775364
11,11,2,0.830931345652908
11,11,3,0.9072736025997034
11,11,4,1.1124887428843495
11,11,5,1.1394785588652805
11,11,6,0.9257117770594422
11,11,7,0.956966563453656
11,11,8,1.0659617503110939
11,11,9,1.1123874357359043
11,11,10,1.160343042821584
11,11,11,1.155577958420284
11,11,12,1.1046017769331324
11,11,13,1.0929386759221764
11,11,14,0.9617747773417383
11,11,15,0.9819734871399611
11,11,16,1.0974166734048705
11,11,17,0.9112969207097683
11,11,18,0.8339968721522671
11,11,19,0.9775335575823705
11,11,20,1.1122354473069864
11,11,21,0.780677102348784
11,11,22,0.8490407272583865
11,11,23,0.7896107850336047
11,11,24,0.8252772465348466
11,11,25,0.9892005129188496
11,12,1,1.0404414717840107
11,12,2,0.9501904883355066
11,12,3,0.9353265592664884
11,12,4,1.0130136065296251
11,12,5,1.1349223378734679
11,12,6,1.2494537062553972
11,12,7,1.31339618561249
11,12,8,1.3440312411475042
11,12,9,1.229158395309992
11,12,10,1.3135737871807156
11,12,11,1.2070146599480458
11,12,12,1.2620032414280697
11,12,13,1.3229946660617569
11,12,14,1.3053766078522127
11,12,15,1.2863285535247684
11,12,16,1.2250434359352305
11,12,17,1.1443864496673837
11,12,18,1.0438202028409704
11,12,19,1.1080584534900622
11,12,20,1.1881870982184417
11,12,21,0.9911877041176802
11,12,22,0.9470536881628975
11,12,23,0.9157486598716136
11,12,24,0.9456404071892497
11,12,25,1.0885932316302296
11,13,1,1.095633762700076
11,13,2,1.1167164042977284
11,13,3,1.0345934879039653
11,13,4,1.0646247667636834
11,13,5,1.1642768694747772
11,13,6,1.5522796369482659
11,13,7,1.4294413628269182
11,13,8,1.437882772189157
11,13,9,1.2826273362518303
11,13,10,1.370107212394227
11,13,11,1.2432678006120965
11,13,12,1.4344866615505873
11,13,13,1.3672078275142268
11,13,14,1.3864397155146508
11,13,15,1.398747026956888
11,13,16,1.291094398833808
11,13,17,1.3015504582514377
11,13,18,1.1185177852845685
11,13,19,1.1392588141257274
11,13,20,1.3068857511581573
11,13,21,1.1264941357329743
11,13,22,1.0703194557790399
11,13,23,0.8352321289379182
11,13,24,0.9441932573913663
11,13,25,1.1720709110218641
11,14,1,0.8985541293598471
11,14,2,0.9960165219292163
11,14,3,0.9145088954776835
11,14,4,0.8954139535006262
11,14,5,0.9751452038547536
11,14,6,1.1397812805310643
11,14,7,1.1671650302387888
11,14,8,1.2792002760940866
11,14,9,1.203817834167878
11,14,10,1.1054676781946609
11,14,11,1.066157277324667
11,14,12,1.260304273371216
11,14,13,1.316286857159122
11,14,14,1.2053653138372638
11,14,15,1.157002075026773
11,14,16,1.1099947475468246
11,14,17,1.1875057219881877
11,14,18,1.179918363571922
11,14,19,1.0045928435776863
11,14,20,1.1729556989158427
11,14,21,1.0754931805864778
11,14,22,0.8856270621088062
11,14,23,1.1761181314427178
11,14,24,0.9089985314883106
11,14,25,1.0353136174222692
11,15,1,0.8425594400625692
11,15,2,0.862855602966966
11,15,3,0.7619974334813892
11,15,4,0.7909349130021375
11,15,5,0.9216877944893246
11,15,6,0.9965869313791411
11,15,7,0.975438162446316
11,15,8,1.1505077974945301
11,15,9,0.9591332141289894
11,15,10,1.0665614914722812
11,15,11,1.062037524320447
11,15,12,1.1881867354685158
11,15,13,1.2584969578393408
11,15,14,1.2012852992765088
11,15,15,1.1181479345944065
11,15,16,1.1263060226120123
11,15,17,1.0779344359247423
11,15,18,1.063855274462368
11,15,19,1.055986962080975
11,15,20,1.044030016663109
11,15,21,1.01547628191422
11,15,22,0.7527874044080787
11,15,23,0.8786216401438373
11,15,24,0.9160764465360859
11,15,25,0.8998772587285763
11,16,1,0.7576261318502854
11,16,2,0.820942275981766
11,16,3,0.7279317297123234
11,16,4,0.9834086292180741
11,16,5,0.7876706514347659
11,16,6,0.998049850989012
11,16,7,0.9644091512189097
11,16,8,0.9486765081854969
11,16,9,0.9485832452084261
11,16,10,1.058331128549523
11,16,11,1.099658124490388
11,16,12,1.1241154549813728
11,16,13,1.1131536198685825
11,16,14,1.094899893396868
11,16,15,1.0735985805654853
11,16,16,1.1319918648751486
11,16,17,0.8685792391713328
11,16,18,1.0718475713608009
11,16,19,1.0666204278554992
11,16,20,1.1042739609044951
11,16,21,0.8719713804977933
11,16,22,0.815920820560365
11,16,23,0.8052687344157177
11,16,24,0.7789904613493429
11,16,25,0.8354642465343572
11,17,1,0.8213845037190519
11,17,2,0.8860623778521117
11,17,3,0.6319205958837469
11,17,4,0.8269231534847753
11,17,5,0.8826299017641193
11,17,6,1.0336097467736403
11,17,7,0.9446695908057835
11,17,8,1.0975336209711137
11,17,9,1.0001928668603903
11,17,10,0.9742501458172452
11,17,11,0.9415508831526833
11,17,12,1.148316253859239
11,17,13,1.2339265312302026
11,17,14,1.2033243702281056
11,17,15,1.1139549261694468
11,17,16,1.0104448735883065
11,17,17,1.1889491702737751
11,17,18,1.162727491903694
11,17,19,1.0388339968840208
11,17,20,1.1211054460725725
11,17,21,1.2160723104726578
11,17,22,1.0225337235217027
11,17,23,0.9461614954370557
11,17,24,1.0414071426635831
11,17,25,0.911008512796457
11,18,1,0.8794566101629099
11,18,2,0.751364733173398
11,18,3,0.5831994718059086
11,18,4,0.7882489993883939
11,18,5,1.0147877097171054
11,18,6,0.7717446222843171
11,18,7,0.8240395505509485
11,18,8,0.9507694764308771
11,18,9,0.9295427417533049
11,18,10,0.8868618544882889
11,18,11,0.869832891361468
11,18,12,0.9918499330826079
11,18,13,1.071317428888218
11,18,14,1.0430652217968668
11,18,15,1.1163770022703101
11,18,16,0.9535826379698757
11,18,17,1.0893831254047184
11,18,18,1.1028069986186277
11,18,19,1.1042648803976416
11,18,20,1.0781743823709071
11,18,21,1.1265429238355782
11,18,22,1.0088513502899803
11,18,23,0.9264363058640266
11,18,24,1.1118941278768855
11,18,25,0.864500697380421
11,19,1,0.9072794434986442
11,19,2,0.7291338670228372
11,19,3,0.5378583797426787
11,19,4,0.9073739048107848
11,19,5,0.8782832129511677
11,19,6,0.8713580441990537
11,19,7,0.9024578754472747
11,19,8,0.9195910685838585
11,19,9,0.8657779979931005
11,19,10,0.8057594704656069
11,19,11,0.8715663511199666
11,19,12,0.9261986153843734
11,19,13,0.9267451595094828
11,19,14,1.0553699119843576
11,19,15,1.0287637845637478
11,19,16,1.0263486787800395
11,19,17,0.9119847619421322
11,19,18,1.1188709945873299
11,19,19,1.083670898344168
11,19,20,1.0566818662959143
11,19,21,1.0067244165154448
11,19,22,0.9726162365874518
11,19,23,0.8902797979606433
11,19,24,1.1422163877370064
11,19,25,0.8302867741548603
11,20,1,0.9687989223849691
11,20,2,1.0565921180381865
11,20,3,1.058823038602214
11,20,4,0.9603004008364372
11,20,5,0.9553683193799709
11,20,6,1.0729504803932985
11,20,7,1.0602423740605422
11,20,8,1.246228179579579
11,20,9,1.1290231721230812
11,20,10,1.1232797259474236
11,20,11,1.1179886222104511
11,20,12,1.3563644674916675
11,20,13,1.3659321460719172
11,20,14,1.4825481675643926
11,20,15,1.2719240515090446
11,20,16,1.3548888092692732
11,20,17,1.1688186168025647
11,20,18,1.100077207045727
11,20,19,1.1717846229945033
11,20,20,1.1287706672859057
11,20,21,1.119355524468212
11,20,22,0.945084323599818
11,20,23,1.0852945674715049
11,20,24,1.2543695404513553
11,20,25,1.1223385851496794
11,21,1,0.8180349741348208
11,21,2,0.8098122551925022
11,21,3,1.015162280518529
11,21,4,0.9058480856368301
11,21,5,0.9283487120137582
11,21,6,0.943914171813072
11,21,7,0.9539164074993042
11,21,8,1.0974591886718112
11,21,9,0.909325387480471
11,21,10,0.9408627505715157
11,21,11,0.8632981042777219
11,21,12,1.0466258234812553
11,21,13,1.0993728351503311
11,21,14,1.082984114711858
11,21,15,1.041534868388365
11,21,16,0.9407160091470834
11,21,17,1.1977269312402021
11,21,18,1.1865355255459593
11,21,19,1.1158602859151907
11,21,20,1.082469461351775
11,21,21,1.2280605317113333
11,21,22,1.1990986078740182
11,21,23,1.0899031387586904
11,21,24,1.0911607676016595
11,21,25,0.945785550958613
11,22,1,0.8521842059411991
11,22,2,0.760203727808791
11,22,3,0.5836967946366062
11,22,4,0.8055751699801553
11,22,5,0.7394178508025754
11,22,6,0.7708908033002512
11,22,7,0.7585982923919252
11,22,8,0.9515553117717909
11,22,9,0.8219840992659173
11,22,10,0.8101637758044143
11,22,11,0.7507682654776756
11,22,12,0.8986545526396248
11,22,13,0.9165788180791485
11,22,14,0.870510648022442
11,22,15,1.0302796353437293
11,22,16,0.9899345317240065
11,22,17,1.053231905985913
11,22,18,1.059062355131288
11,22,19,0.9638683414833246
11,22,20,0.7728299051190606
11,22,21,1.1597557185681397
11,22,22,1.1271187180089095
11,22,23,1.1927559173144837
11,22,24,1.174706970726043
11,22,25,1.3021552885334353
11,23,1,0.74221716431412
11,23,2,0.6720082783463035
11,23,3,0.705568340138099
11,23,4,0.0
11,23,5,0.7885439990550258
11,23,6,0.8478567494426114
11,23,7,0.6341177645248035
11,23,8,0.8691723284493752
11,23,9,0.916992722324791
11,23,10,0.7899482681010235
11,23,11,0.7208596138540821
11,23,12,0.8705166323784892
11,23,13,0.8264577192938788
11,23,14,0.9440486525245978
11,23,15,0.7761808601771598
11,23,16,0.8078771470848432
11,23,17,0.9875688368955463
11,23,18,0.9241087777184714
11,23,19,0.9394556602087153
11,23,20,0.9363697789363234
11,23,21,0.9508153111874093
11,23,22,1.085365059488981
11,23,23,1.1611497953352894
11,23,24,1.102310566918041
11,23,25,0.8821824757444734
11,24,1,0.7492827995796405
11,24,2,0.6898750534776065
11,24,3,0.7148442440064317
11,24,4,0.7268613343585194
11,24,5,0.7874580046968447
11,24,6,0.7918120166137766
11,24,7,0.9167987698652461
11,24,8,0.7897034417604123
11,24,9,0.7820572267753252
11,24,10,0.8153381024437145
11,24,11,0.7705691976864504
11,24,12,0.9128723222375145
11,24,13,0.8361168930098505
11,24,14,0.8351000832795417
11,24,15,0.8674704159755549
11,24,16,0.857734526890289
11,24,17,0.90093934391616
11,24,18,1.1016287931805842
11,24,19,1.0775132484149021
11,24,20,0.9855070242566375
11,24,21,1.0278317006209172
11,24,22,1.0426446231639237
11,24,23,1.0534248033391878
11,24,24,1.1612130132296965
11,24,25,0.8113671912114316
11,25,1,0.9539370698405494
11,25,2,0.9202439811851906
11,25,3,1.136537329569055
11,25,4,0.9650307455344145
11,25,5,1.021828475674739
11,25,6,0.9318931193045497
11,25,7,0.9611777020956699
11,25,8,1.0118355135002934
11,25,9,0.8987823173325393
11,25,10,0.9460899310318696
11,25,11,0.886810408575279
11,25,12,0.9365052732601478
11,25,13,1.0136885341158133
11,25,14,1.0400141507595446
11,25,15,0.8649191142022887
11,25,16,0.8012643390151643
11,25,17,0.8455578903341592
11,25,18,0.7095053439170869
11,25,19,0.8709651532995579
11,25,20,1.0485374797668503
11,25,21,0.8172941845809395
11,25,22,0.8941400165733526
11,25,23,0.0
11,25,24,0.9408832566296994
11,25,25,0.9999826509883388
12,1,1,1.4258873969701993
12,1,2,1.346004443449136
12,1,3,1.3058292035423678
12,1,4,1.155332667242021
12,1,5,1.3421796903950909
12,1,6,1.3231148567639224
12,1,7,1.2511980967836949
12,1,8,1.2603432450776952
12,1,9,1.244792045015719
12,1,10,1.086965955488604
12,1,11,0.9479783557340243
12,1,12,1.1169726529427497
12,1,13,1.0933458446756006
12,1,14,0.963962606677571
12,1,15,0.8414462859616388
12,1,16,0.9638787924131809
12,1,17,0.7995544488966756
12,1,18,0.8532387833881463
12,1,19,0.8785777231233727
12,1,20,1.0801770404204343
12,1,21,0.7240372955560833
12,1,22,1.0237156104061282
12,1,23,0.7660888330512666
12,1,24,0.8011804415063344
12,1,25,1.1880852494486194
12,2,1,1.5707795281625616
12,2,2,1.5183253985303273
12,2,3,1.4649734519877013
12,2,4,1.3256884564849012
12,2,5,1.4879723258154065
12,2,6,1.4799117162796676
12,2,7,1.4319524066254519
12,2,8,1.4371458041281393
12,2,9,1.3362655638760494
12,2,10,1.2771335216333977
12,2,11,1.1192602021706348
12,2,12,1.2698792481188383
12,2,13,1.3141722919816927
12,2,14,1.204837036225829
12,2,15,1.1903360110743926
12,2,16,1.1816628532239926
12,2,17,1.0560501196654661
12,2,18,0.959428075245849
12,2,19,0.9716565703834774
12,2,20,1.0701461264599088
12,2,21,0.9741599052142758
12,2,22,0.9414836352136606
12,2,23,0.9284058954530372
12,2,24,0.8824410793255929
12,2,25,1.2433203650783682
12,3,1,1.1096193188676926
12,3,2,0.9773865444361952
12,3,3,1.1137218404289284
12,3,4,1.0851217909790698
12,3,5,1.135835486195037
12,3,6,1.0096730136986687
12,3,7,0.9486270824463003
12,3,8,0.8979332163609696
12,3,9,1.0095453239114023
12,3,10,0.8456355778174693
12,3,11,0.9383300102546251
12,3,12,0.8744709080890923
12,3,13,0.8331056173563799
12,3,14,0.9509506406652721
12,3,15,0.8491448007150395
12,3,16,0.8669245714132279
12,3,17,0.7651188083523166
12,3,18,0.8716704382859174
12,3,19,0.7946075944096104
12,3,20,0.9003947477130513
12,3,21,0.7421870830969864
12,3,22,0.5490337017640691
12,3,23,0.7624779311641443
12,3,24,0.7803090605197464
12,3,25,0.9845121488736863
12,4,1,0.9551202561792601
12,4,2,0.8656797628348805
12,4,3,1.0551730959841232
12,4,4,1.167616533595161
12,4,5,1.0748401137563692
12,4,6,0.9369551037375817
12,4,7,1.0053619017753739
12,4,8,0.8524592523162505
12,4,9,1.0628516239220824
12,4,10,0.9471947904137846
12,4,11,1.0895701833483618
12,4,12,0.884961967335703
12,4,13,0.9003140796841883
12,4,14,0.7926634465161708
12,4,15,0.7920770312641101
12,4,16,0.8891849719446486
12,4,17,0.7496098885759196
12,4,18,0.7662701203698388
12,4,19,0.8665620998832679
12,4,20,0.8951546938245338
12,4,21,0.6623077994709915
12,4,22,0.7028549330099477
12,4,23,0.6327436164225602
12,4,24,0.8220939948709061
12,4,25,1.0171860650568425
12,5,1,1.1988899284684686
12,5,2,1.174104678884602
12,5,3,1.2570426713550287
12,5,4,1.197684469936586
12,5,5,1.2907164799953912
12,5,6,1.2414079558732727
12,5,7,1.2145855808017862
12,5,8,1.1146296297797662
12,5,9,1.2997452730643593
12,5,10,1.1652432962006385
12,5,11,1.1737906626826982
12,5,12,1.096462147134816
12,5,13,1.0515654821868086
12,5,14,0.9178512884623504
12,5,15,0.9086562724738764
12,5,16,0.9922621918077135
12,5,17,0.852141135200967
12,5,18,0.8970815891939734
12,5,19,0.768075585495756
12,5,20,0.9905063944575314
12,5,21,0.9939595883754607
12,5,22,0.6482082752133029
12,5,23,1.6347643070284013
12,5,24,0.8424848351325813
12,5,25,1.1451996719673974
12,6,1,1.5560012252569617
12,6,2,1.5609130652679901
12,6,3,1.5784273350880114
12,6,4,1.2949423260219233
12,6,5,1.554840335289662
12,6,6,1.5874049958401877
12,6,7,1.6498522252004606
12,6,8,1.5509752106586294
12,6,9,1.6501359889959477
12,6,10,1.4516048238721693
12,6,11,1.2643108332021973
12,6,12,1.3990298556184166
12,6,13,1.4789305300054156
12,6,14,1.274358633498173
12,6,15,1.0880816876558779
12,6,16,1.2347605946733453
12,6,17,1.2769576872646695
12,6,18,1.1509951483259557
12,6,19,1.1216263303615157
12,6,20,1.1426796195921611
12,6,21,1.1318299163775454
12,6,22,0.8620231411551634
12,6,23,1.0062487796456048
12,6,24,0.8523430571674824
12,6,25,1.2666131807518886
12,7,1,1.4202394637408746
12,7,2,1.4140770119405903
12,7,3,1.4581855208286387
12,7,4,1.419952829113097
12,7,5,1.5568864376333218
12,7,6,1.6322654500785099
12,7,7,1.7346853853743502
12,7,8,1.6608219561131379
12,7,9,1.5626681281585404
12,7,10,1.626694807428007
12,7,11,1.2278795572508343
12,7,12,1.5475640032360356
12,7,13,1.5344595083354062
12,7,14,1.440496689323163
12,7,15,1.2377070023241856
12,7,16,1.3886956901368197
12,7,17,1.3725585840655754
12,7,18,1.2756227590220963
12,7,19,1.1137826503980315
12,7,20,1.2231401078577828
12,7,21,1.0731944467506882
12,7,22,0.9315989242733569
12,7,23,0.704607501250632
12,7,24,0.8663337465009037
12,7,25,1.2624464356624163
12,8,1,1.452976392525203
12,8,2,1.503875035368577
12,8,3,1.3074007920685744
12,8,4,1.263986710373474
12,8,5,1.4590381346647165
12,8,6,1.8820776335268743
12,8,7,1.7836217178850067
12,8,8,1.790064449708761
12,8,9,1.5701563995152723
12,8,10,1.7236642908667659
12,8,11,1.39935927299796
12,8,12,1.8125446895110098
12,8,13,1.8402143528290462
12,8,14,1.7915625630241125
12,8,15,1.6452836750604425
12,8,16,1.474250607506805
12,8,17,1.4399230526106055
12,8,18,1.2547784402235402
12,8,19,1.3544525042094455
12,8,20,1.4620377982881512
12,8,21,1.3554025727277375
12,8,22,0.9796764520701409
12,8,23,1.052443977871439
12,8,24,1.0472116602622532
12,8,25,1.3872089839891812
12,9,1,1.1769414040032269
12,9,2,1.0790210416866681
12,9,3,1.250204551340428
12,9,4,1.2862582993304426
12,9,5,1.341956474821204
12,9,6,1.3381291463117377
12,9,7,1.2813035193259394
12,9,8,1.2198752371752288
12,9,9,1.2514749998454806
12,9,10,1.2990350084108877
12,9,11,1.2479892787876257
12,9,12,1.2761796804044943
12,9,13,1.175357662930064
12,9,14,1.0654576707161034
12,9,15,1.0100680957673038
12,9,16,1.1097416781899436
12,9,17,0.9225044688771709
12,9,18,1.0625146457649821
12,9,19,1.0182676377166069
12,9,20,1.084497186948644
12,9,21,0.8934618607230725
12,9,22,1.0830850069648932
12,9,23,1.2760445734270938
12,9,24,0.8310019633609783
12,9,25,1.1577839328704003
12,10,1,1.2162921466087595
12,10,2,1.1846115427492259
12,10,3,1.2265132304354482
12,10,4,1.2583310730372164
12,10,5,1.331431641581108
12,10,6,1.553465306865539
12,10,7,1.4142105481760376
12,10,8,1.551428840551205
12,10,9,1.4463805389607407
