Hour,originRegion,destRegion,Speed
6,15,20,11.268990819445708
6,15,21,12.61988587694589
6,15,22,16.61823451590106
6,15,23,18.20964758759194
6,15,24,14.887736232612966
6,15,25,14.92888997420057
6,16,1,12.019373148130029
6,16,2,14.955351757807879
6,16,3,12.916766076325644
6,16,4,8.875716755591224
6,16,5,12.673628844817063
6,16,6,12.121789109357696
6,16,7,11.694442903913583
6,16,8,10.197748108018914
6,16,9,7.861096557700513
6,16,10,7.810904000361626
6,16,11,8.059544973498797
6,16,12,9.040677968451423
6,16,13,10.930741739693552
6,16,14,11.959080367625027
6,16,15,9.126380908993024
6,16,16,7.5053375006738
6,16,17,12.660584525346312
6,16,18,9.31541450420428
6,16,19,8.512295154449538
6,16,20,8.999856187443449
6,16,21,13.701156050428644
6,16,22,16.066080027854497
6,16,23,17.075339223266315
6,16,24,12.451693102674032
6,16,25,15.665248990025361
6,17,1,12.748150954814076
6,17,2,15.683279795867026
6,17,3,10.202444785187327
6,17,4,14.239178792671364
6,17,5,11.844914675975435
6,17,6,13.364356650377156
6,17,7,11.334013406357949
6,17,8,9.938481394681668
6,17,9,10.818064660609545
6,17,10,10.323726896896801
6,17,11,12.627714865366169
6,17,12,10.354221112016335
6,17,13,9.40737739663919
6,17,14,10.577937187149729
6,17,15,8.81843091689399
6,17,16,12.481432628863796
6,17,17,7.838860201978922
6,17,18,9.245043937925098
6,17,19,11.676071588412002
6,17,20,12.843624035484112
6,17,21,8.933171998913055
6,17,22,11.368278399314475
6,17,23,14.098720699549933
6,17,24,15.979453313640716
6,17,25,15.015295133431206
6,18,1,13.225930968426814
6,18,2,14.436107596985227
6,18,3,12.533398536044363
6,18,4,10.62213018548539
6,18,5,12.511823874816406
6,18,6,12.843300476088046
6,18,7,11.436032
6,18,8,10.374050734289675
6,18,9,11.09062453934346
6,18,10,8.293221928338122
6,18,11,11.013238179001997
6,18,12,9.091589091672878
6,18,13,10.210609782651002
6,18,14,10.294409489840755
6,18,15,8.742111121442884
6,18,16,9.671758472493652
6,18,17,9.76095278673575
6,18,18,8.54294308263628
6,18,19,8.094949107406654
6,18,20,7.537885928273622
6,18,21,8.716057973971003
6,18,22,10.344445331844922
6,18,23,14.753835540047584
6,18,24,10.570096660043198
6,18,25,13.747725135567956
6,19,1,12.756976362267759
6,19,2,14.990660498018451
6,19,3,11.304363897819812
6,19,4,7.721522537401439
6,19,5,10.478782704833938
6,19,6,12.5699414950409
6,19,7,11.075745141440482
6,19,8,10.145103887569526
6,19,9,7.877919898452547
6,19,10,8.045955388749054
6,19,11,7.8276122632737
6,19,12,8.523437084313933
6,19,13,9.926228891981568
6,19,14,10.6532080932341
6,19,15,8.103748653665651
6,19,16,6.951597907358554
6,19,17,9.1128101713561
6,19,18,7.931833466000065
6,19,19,7.475176535538291
6,19,20,7.531143262330093
6,19,21,8.731732691513585
6,19,22,10.450471159835807
6,19,23,13.726083751281607
6,19,24,9.078181233686918
6,19,25,14.267680063639158
6,20,1,12.354367270939056
6,20,2,13.767291285413206
6,20,3,12.043930602347228
6,20,4,8.416297316192027
6,20,5,11.670051546063743
6,20,6,11.104276896884963
6,20,7,10.482595765296224
6,20,8,9.725846385289625
6,20,9,8.9251162395399
6,20,10,8.827404839852399
6,20,11,7.892484049946688
6,20,12,8.488721437625658
6,20,13,9.768698446831943
6,20,14,10.07646511866581
6,20,15,9.209481283349364
6,20,16,7.509537301900512
6,20,17,10.661190287866383
6,20,18,7.561684981543116
6,20,19,7.342309312522658
6,20,20,7.780415982775418
6,20,21,9.437483684873117
6,20,22,10.62627219065458
6,20,23,11.00097994304081
6,20,24,10.15840629083317
6,20,25,14.426953435694651
6,21,1,13.86109931368031
6,21,2,16.20187837620938
6,21,3,16.889049244399953
6,21,4,12.468896118356861
6,21,5,11.34033814282159
6,21,6,13.829688019454329
6,21,7,13.718890681154752
6,21,8,11.875163371062945
6,21,9,13.887397545203662
6,21,10,12.117919410254167
6,21,11,13.97364972334495
6,21,12,12.207173646868855
6,21,13,12.256017662450528
6,21,14,13.751380236084172
6,21,15,12.426784727872722
6,21,16,13.171146384308342
6,21,17,10.12441787081432
6,21,18,9.259345857184218
6,21,19,10.491415715988218
6,21,20,12.448536485844812
6,21,21,7.84710156111442
6,21,22,9.397879932980464
6,21,23,11.919427986235302
6,21,24,10.822547387116476
6,21,25,15.311245214049983
6,22,1,14.162157434784115
6,22,2,16.254284453188177
6,22,3,9.782505492396243
6,22,4,13.258082070944434
6,22,5,12.056081959052591
6,22,6,14.178232362127359
6,22,7,14.043620524355248
6,22,8,11.710725453424477
6,22,9,12.469587349519651
6,22,10,9.571892248856289
6,22,11,13.862976456729376
6,22,12,12.400225388389245
6,22,13,11.98409015213053
6,22,14,12.63997490487074
6,22,15,12.797487082219176
6,22,16,12.934942595751675
6,22,17,11.113618388680564
6,22,18,10.565743311551167
6,22,19,11.5977118279457
6,22,20,10.031944519948574
6,22,21,8.388609138240021
6,22,22,8.086665385170003
6,22,23,10.673618936738233
6,22,24,9.839241112610551
6,22,25,14.744332856236273
6,23,1,11.60008743943932
6,23,2,14.930055201104892
6,23,3,13.736805777014013
6,23,4,11.875226143442003
6,23,5,12.672697265032463
6,23,6,14.327252307005581
6,23,7,11.792316571922244
6,23,8,12.640851514377704
6,23,9,11.836974339584216
6,23,10,11.310202510253584
6,23,11,14.375972547112104
6,23,12,12.549745292618065
6,23,13,12.65727611695431
6,23,14,14.522446415020024
6,23,15,13.200009915352108
6,23,16,14.196580298912973
6,23,17,12.360563496332722
6,23,18,12.879584112124965
6,23,19,11.096100457014215
6,23,20,10.768516629483317
6,23,21,10.92510559306366
6,23,22,10.764223124439663
6,23,23,9.715194562297079
6,23,24,9.538380105558948
6,23,25,15.119384909427795
6,24,1,12.876515250586946
6,24,2,13.687838821438254
6,24,3,13.49316304663646
6,24,4,8.378920540976805
6,24,5,11.585096561064995
6,24,6,12.041566855674315
6,24,7,12.326962220362503
6,24,8,11.390040138385364
6,24,9,10.206289155698233
6,24,10,9.994442979708504
6,24,11,10.948255530408472
6,24,12,11.170818794535384
6,24,13,11.69347350271376
6,24,14,13.172102597203843
6,24,15,9.474418883356423
6,24,16,10.022822664476983
6,24,17,12.393350792331328
6,24,18,9.311974367565488
6,24,19,8.573107595566796
6,24,20,8.902250440775616
6,24,21,9.514312223762966
6,24,22,9.238228245954698
6,24,23,10.555656502766798
6,24,24,8.542846302655567
6,24,25,15.490749688167346
6,25,1,10.732137964384533
6,25,2,9.889121002051192
6,25,3,11.66151438959122
6,25,4,11.261601121614184
6,25,5,11.94078644415683
6,25,6,10.46353080721391
6,25,7,11.529812711380814
6,25,8,12.402734391284904
6,25,9,12.098900390068055
6,25,10,12.453428767792742
6,25,11,10.429457133157515
6,25,12,12.559343532557525
6,25,13,11.929563666990704
6,25,14,12.593964476633474
6,25,15,12.590829027448947
6,25,16,12.551015481351483
6,25,17,14.971674778920061
6,25,18,13.761794314309196
6,25,19,14.998004866976748
6,25,20,15.770214444478228
6,25,21,13.645166312318096
6,25,22,15.037449884483326
6,25,23,15.80765542784662
6,25,24,17.15583693976928
6,25,25,12.518666988095454
7,1,1,5.75658281328666
7,1,2,5.831841793487368
7,1,3,6.827205379745865
7,1,4,7.04025932786715
7,1,5,5.813175071620582
7,1,6,6.727124790964512
7,1,7,7.516600160996048
7,1,8,9.202860508955517
7,1,9,5.506494951378218
7,1,10,6.911765784780227
7,1,11,8.04953977812902
7,1,12,8.49642896254751
7,1,13,9.46475548075307
7,1,14,11.559010741725428
7,1,15,8.956278500518984
7,1,16,9.670411280334728
7,1,17,11.058134261980832
7,1,18,13.20162480670733
7,1,19,11.696532138699933
7,1,20,12.235429047704868
7,1,21,11.838553765968484
7,1,22,12.936007375481994
7,1,23,16.549939809287924
7,1,24,14.294403509954059
7,1,25,9.317633458581104
7,2,1,5.952410664574713
7,2,2,6.297937570425345
7,2,3,6.177910159575045
7,2,4,7.09316270552561
7,2,5,5.980853185972184
7,2,6,6.6127858270532265
7,2,7,8.334704884417132
7,2,8,10.285944786170194
7,2,9,6.605729639425073
7,2,10,8.086720664621382
7,2,11,9.638460527909421
7,2,12,9.94188398265855
7,2,13,10.573022442936688
7,2,14,10.924163872232553
7,2,15,12.962271219742702
7,2,16,12.026123386097819
7,2,17,13.295366276798973
7,2,18,13.671954837344847
7,2,19,11.658631626018076
7,2,20,12.911220303874435
7,2,21,13.225598972658865
7,2,22,14.461506981441243
7,2,23,16.22221418132118
7,2,24,12.314367285052365
7,2,25,8.973998238987738
7,3,1,6.005081437927953
7,3,2,5.49506172208788
7,3,3,6.159548170944852
7,3,4,6.675297992701704
7,3,5,5.467268599351791
7,3,6,5.497198093407821
7,3,7,6.169347779113752
7,3,8,7.416813306810762
7,3,9,6.054236892636486
7,3,10,6.093984637831504
7,3,11,6.816034150725941
7,3,12,6.987971310235781
7,3,13,7.427231296714754
7,3,14,7.924667034643996
7,3,15,7.828075982388672
7,3,16,6.306503551028458
7,3,17,9.703797004465507
7,3,18,10.724409111967805
7,3,19,9.15119756269877
7,3,20,10.64942775141291
7,3,21,9.805437973223482
7,3,22,12.262432461552597
7,3,23,10.949304849721644
7,3,24,13.227873488372095
7,3,25,11.005651234573545
7,4,1,5.339805402502467
7,4,2,5.222608092236864
7,4,3,5.712244945445219
7,4,4,5.9278617933538
7,4,5,4.880378582439399
7,4,6,4.783688109368518
7,4,7,5.452451185595922
7,4,8,6.397409150604849
7,4,9,5.318114802162794
7,4,10,5.629194448266349
7,4,11,5.998324039988746
7,4,12,6.4698855320624284
7,4,13,6.7529154688365045
7,4,14,8.114256730197587
7,4,15,6.998129067865573
7,4,16,6.385475383274664
7,4,17,9.373198985218133
7,4,18,5.983475858347386
7,4,19,7.6089111441870605
7,4,20,7.570811563317113
7,4,21,9.26003088922876
7,4,22,11.013147800265564
7,4,23,12.277223797183098
7,4,24,11.282780347152086
7,4,25,10.029674124076521
7,5,1,5.577682605212901
7,5,2,5.289834213436065
7,5,3,5.886352001825507
7,5,4,6.480249465867499
7,5,5,4.915655114519727
7,5,6,4.925307124371688
7,5,7,5.168171551122101
7,5,8,7.252365117169636
7,5,9,5.428860588602389
7,5,10,6.454970194514132
7,5,11,6.2319044228545994
7,5,12,6.786898065447753
7,5,13,7.38994413543896
7,5,14,9.012937184331088
7,5,15,8.989400934118907
7,5,16,7.423318782743286
7,5,17,9.582463350647384
7,5,18,13.428543950194554
7,5,19,9.063208527770534
7,5,20,10.254744187482666
7,5,21,10.85316500649427
7,5,22,8.898759373417375
7,5,23,14.081067011896657
7,5,24,14.100360743090576
7,5,25,9.783885716423892
7,6,1,6.942642377466363
7,6,2,7.051021944755646
7,6,3,6.754707625359606
7,6,4,6.568021212805585
7,6,5,5.626939005514339
7,6,6,5.2463623587325525
7,6,7,5.424313512017331
7,6,8,7.9472126552545514
7,6,9,5.6594637962326315
7,6,10,6.019066845884252
7,6,11,8.814601716363637
7,6,12,7.9013403951406955
7,6,13,9.080396900470202
7,6,14,10.060743421873411
7,6,15,11.368620117279432
7,6,16,10.187736772142662
7,6,17,12.241517616409896
7,6,18,13.64585282353979
7,6,19,12.86568461153116
7,6,20,12.056331740294134
7,6,21,11.943847302710374
7,6,22,11.702308891763622
7,6,23,15.155066668755566
7,6,24,15.217781149016254
7,6,25,9.235855931867041
7,7,1,7.1457937572554195
7,7,2,9.559690031194473
7,7,3,7.256334497423273
7,7,4,7.125018814155902
7,7,5,6.045000320592514
7,7,6,5.858132629180443
7,7,7,5.099293428810465
7,7,8,6.590146789148416
7,7,9,5.767012239707345
7,7,10,5.912908816610555
7,7,11,7.815910359998047
7,7,12,6.360115555103327
7,7,13,6.872732437972255
7,7,14,9.201115132975296
7,7,15,8.43984690745811
7,7,16,10.38313503968077
7,7,17,11.585635699642433
7,7,18,12.481323280820838
7,7,19,11.219175636384323
7,7,20,11.297154595449701
7,7,21,12.30911841432836
7,7,22,13.291741455054193
7,7,23,14.71719558563699
7,7,24,14.310431383212435
7,7,25,10.257618632960126
7,8,1,10.295052834466512
7,8,2,11.563012926169614
7,8,3,9.950700137410355
7,8,4,9.181025094476265
7,8,5,8.145615950991408
7,8,6,8.757953872174678
7,8,7,6.415330780163582
7,8,8,5.462803952969737
7,8,9,8.054877132835625
7,8,10,6.411635656726173
7,8,11,9.128803817537086
7,8,12,5.724215301619086
7,8,13,5.137724388149982
7,8,14,6.684244398673963
7,8,15,8.859625828730918
7,8,16,9.904261439442037
7,8,17,10.22480940963539
7,8,18,12.01879575526859
7,8,19,10.144484027456834
7,8,20,11.365516670557852
7,8,21,11.595888500473627
7,8,22,12.67983378230786
7,8,23,16.27468553368114
7,8,24,14.387871530485967
7,8,25,11.184765597113756
7,9,1,5.880260438511001
7,9,2,5.8335177609491975
7,9,3,6.082769933039454
7,9,4,6.413386837918178
7,9,5,5.074446357319229
7,9,6,5.084973742452772
7,9,7,4.9642890954376435
7,9,8,6.387364250935054
7,9,9,5.327128242035553
7,9,10,5.488772785202403
7,9,11,6.820074591190563
7,9,12,6.174267176848716
7,9,13,6.744807525159613
7,9,14,8.487553452837574
7,9,15,7.147064037709289
7,9,16,6.960147548862989
7,9,17,10.426144519603962
7,9,18,8.91876672
7,9,19,7.925167610223645
7,9,20,9.791194031860085
7,9,21,10.499334214894464
7,9,22,11.458938416203381
7,9,23,12.076451727894423
7,9,24,11.658426421745496
7,9,25,10.290945298323164
7,10,1,6.752045972107144
7,10,2,7.507164987357997
7,10,3,7.468868554238159
7,10,4,6.869146553588797
7,10,5,6.742436209533203
7,10,6,5.879787870114575
7,10,7,5.434010364210298
7,10,8,5.752021791079452
7,10,9,6.425733560727444
7,10,10,5.744650700699049
7,10,11,7.217555863031627
7,10,12,5.836304714357356
7,10,13,6.0408085805896
7,10,14,8.387040207451697
7,10,15,7.659455778527063
7,10,16,7.85235613076572
7,10,17,9.532064248858834
7,10,18,10.627737792354338
7,10,19,9.143744220584075
7,10,20,10.424284431399753
7,10,21,11.338252132257102
7,10,22,12.12256512666067
7,10,23,16.605897006052107
7,10,24,12.981822916274695
7,10,25,10.686613219478868
7,11,1,7.194699509652705
7,11,2,8.180381397666157
7,11,3,6.3373526554252235
7,11,4,6.242100910296772
7,11,5,5.7871615723532726
7,11,6,6.7908316579666765
7,11,7,5.6570467404806415
7,11,8,6.750476437629932
7,11,9,5.982724839661201
7,11,10,5.966895006889934
7,11,11,6.377822638711693
7,11,12,6.765950269058354
7,11,13,7.690200693015333
7,11,14,8.670641600488251
7,11,15,8.105873855291392
7,11,16,6.634948892000866
7,11,17,10.303528996776095
7,11,18,11.47195776604516
7,11,19,7.184597107211806
7,11,20,7.718175702352309
7,11,21,11.241506425389703
7,11,22,12.210149793645504
7,11,23,12.974175381618226
7,11,24,11.241292062279436
7,11,25,10.005214969677459
7,12,1,8.866767823797357
7,12,2,11.325718357859769
7,12,3,10.803766170400305
7,12,4,8.677843068829423
7,12,5,7.896899347474889
7,12,6,7.86582448707369
7,12,7,7.126495020602234
7,12,8,5.936073896496582
7,12,9,8.10120365224738
7,12,10,6.345943024756358
7,12,11,8.947199735098442
7,12,12,6.053678425386628
7,12,13,6.060153845101089
7,12,14,7.527638853899679
7,12,15,7.789337589051321
7,12,16,7.983323984967553
7,12,17,10.84589801075922
7,12,18,11.926742014270147
7,12,19,11.162893750965823
7,12,20,10.602579928702143
7,12,21,12.803018003967022
7,12,22,13.975107205569868
7,12,23,17.959710000168368
7,12,24,14.670336428098107
7,12,25,11.390126008752354
7,13,1,10.931275548623175
7,13,2,12.83727408871664
7,13,3,9.816296254828874
7,13,4,9.342326081758555
7,13,5,9.022928464688244
7,13,6,10.065313417694442
7,13,7,8.053956823138464
7,13,8,5.241570501329143
7,13,9,8.384636158059628
7,13,10,7.239586065657476
7,13,11,11.059748467847568
7,13,12,6.156011059845746
7,13,13,5.0866367833011585
7,13,14,6.569309579400446
7,13,15,7.644050625155974
7,13,16,10.53215218258672
7,13,17,9.576260607885432
7,13,18,11.381485777011864
7,13,19,10.95619660063007
7,13,20,11.917044694884167
7,13,21,12.194286191449907
7,13,22,13.297132216102538
7,13,23,16.80394040430841
7,13,24,15.69457857745908
7,13,25,11.249584719736038
7,14,1,10.020515392675028
7,14,2,11.281029685067686
7,14,3,8.054035200000001
7,14,4,7.458014565517241
7,14,5,8.648208314265233
7,14,6,9.295220798750194
7,14,7,8.286545085478311
7,14,8,5.568408406666086
7,14,9,7.920925672434285
7,14,10,7.352095980822353
7,14,11,11.528698671606637
7,14,12,6.122067067852951
7,14,13,4.930133190935929
7,14,14,7.766380904749042
7,14,15,7.124245707707233
7,14,16,10.317356592240303
7,14,17,9.4614146100953
7,14,18,14.00624393142857
7,14,19,10.555768099436229
7,14,20,11.399594297746546
7,14,21,12.333236839225037
7,14,22,13.527103124970317
7,14,23,17.474405482704707
7,14,24,15.232337296186271
7,14,25,10.75612404172308
7,15,1,8.51199710110318
7,15,2,10.382593082925464
7,15,3,8.083014501653002
7,15,4,9.302095753188457
7,15,5,7.919028813875811
7,15,6,7.700386236793483
7,15,7,7.167649808330207
7,15,8,6.803786526102738
7,15,9,7.107898752752816
7,15,10,6.410206884518296
7,15,11,7.798371032980497
7,15,12,6.153911464918946
7,15,13,6.635809814987801
7,15,14,6.859962733422105
7,15,15,5.981346400913652
7,15,16,7.204570909077132
7,15,17,8.811766163429896
7,15,18,7.9294243596727965
7,15,19,8.123460983132526
7,15,20,9.976290142096415
7,15,21,11.004482263429557
